news,label_key,gold,pred_binary,correct
"gold prices look to fate of us tax cuts for direction, yellen to speak",Price Direction Up,0,0,1
"gold prices look to fate of us tax cuts for direction, yellen to speak",Price Direction Constant,0,0,1
"gold prices look to fate of us tax cuts for direction, yellen to speak",Price Direction Down,0,0,1
"gold prices look to fate of us tax cuts for direction, yellen to speak",Asset Comparision,0,0,1
"gold prices look to fate of us tax cuts for direction, yellen to speak",Past Information,1,0,0
"gold prices look to fate of us tax cuts for direction, yellen to speak",Future Information,0,1,0
"gold prices look to fate of us tax cuts for direction, yellen to speak",Price Sentiment_positive,0,0,1
"gold prices look to fate of us tax cuts for direction, yellen to speak",Price Sentiment_negative,0,1,0
"gold prices look to fate of us tax cuts for direction, yellen to speak",Price Sentiment_none,1,0,0
"spot gold bid at $414.20 an ounce, up $2.10 - kitco",Price Direction Up,1,1,1
"spot gold bid at $414.20 an ounce, up $2.10 - kitco",Price Direction Constant,0,0,1
"spot gold bid at $414.20 an ounce, up $2.10 - kitco",Price Direction Down,0,0,1
"spot gold bid at $414.20 an ounce, up $2.10 - kitco",Asset Comparision,0,0,1
"spot gold bid at $414.20 an ounce, up $2.10 - kitco",Past Information,1,0,0
"spot gold bid at $414.20 an ounce, up $2.10 - kitco",Future Information,0,0,1
"spot gold bid at $414.20 an ounce, up $2.10 - kitco",Price Sentiment_positive,1,1,1
"spot gold bid at $414.20 an ounce, up $2.10 - kitco",Price Sentiment_negative,0,0,1
"spot gold bid at $414.20 an ounce, up $2.10 - kitco",Price Sentiment_none,0,0,1
"Gold up a 4th session in row, settles at a nearly 3-week high",Price Direction Up,1,1,1
"Gold up a 4th session in row, settles at a nearly 3-week high",Price Direction Constant,0,0,1
"Gold up a 4th session in row, settles at a nearly 3-week high",Price Direction Down,0,0,1
"Gold up a 4th session in row, settles at a nearly 3-week high",Asset Comparision,0,0,1
"Gold up a 4th session in row, settles at a nearly 3-week high",Past Information,1,1,1
"Gold up a 4th session in row, settles at a nearly 3-week high",Future Information,0,0,1
"Gold up a 4th session in row, settles at a nearly 3-week high",Price Sentiment_positive,1,1,1
"Gold up a 4th session in row, settles at a nearly 3-week high",Price Sentiment_negative,0,0,1
"Gold up a 4th session in row, settles at a nearly 3-week high",Price Sentiment_none,0,0,1
"gold prices firm, buoyed by tepid us economic data",Price Direction Up,0,0,1
"gold prices firm, buoyed by tepid us economic data",Price Direction Constant,1,0,0
"gold prices firm, buoyed by tepid us economic data",Price Direction Down,0,0,1
"gold prices firm, buoyed by tepid us economic data",Asset Comparision,0,0,1
"gold prices firm, buoyed by tepid us economic data",Past Information,1,0,0
"gold prices firm, buoyed by tepid us economic data",Future Information,0,0,1
"gold prices firm, buoyed by tepid us economic data",Price Sentiment_positive,0,1,0
"gold prices firm, buoyed by tepid us economic data",Price Sentiment_negative,0,0,1
"gold prices firm, buoyed by tepid us economic data",Price Sentiment_none,0,0,1
barrick gold to invest $28m in celtic resources,Price Direction Up,0,0,1
barrick gold to invest $28m in celtic resources,Price Direction Constant,0,0,1
barrick gold to invest $28m in celtic resources,Price Direction Down,0,0,1
barrick gold to invest $28m in celtic resources,Asset Comparision,0,0,1
barrick gold to invest $28m in celtic resources,Past Information,1,0,0
barrick gold to invest $28m in celtic resources,Future Information,0,0,1
barrick gold to invest $28m in celtic resources,Price Sentiment_positive,0,1,0
barrick gold to invest $28m in celtic resources,Price Sentiment_negative,0,0,1
barrick gold to invest $28m in celtic resources,Price Sentiment_none,1,0,0
gold tallies $13 gain in three sessions,Price Direction Up,1,1,1
gold tallies $13 gain in three sessions,Price Direction Constant,0,0,1
gold tallies $13 gain in three sessions,Price Direction Down,0,0,1
gold tallies $13 gain in three sessions,Asset Comparision,0,0,1
gold tallies $13 gain in three sessions,Past Information,1,1,1
gold tallies $13 gain in three sessions,Future Information,0,0,1
gold tallies $13 gain in three sessions,Price Sentiment_positive,1,1,1
gold tallies $13 gain in three sessions,Price Sentiment_negative,0,0,1
gold tallies $13 gain in three sessions,Price Sentiment_none,0,0,1
tale of two assets: why gold's rally against oil is just beginning,Price Direction Up,0,0,1
tale of two assets: why gold's rally against oil is just beginning,Price Direction Constant,0,1,0
tale of two assets: why gold's rally against oil is just beginning,Price Direction Down,0,0,1
tale of two assets: why gold's rally against oil is just beginning,Asset Comparision,1,1,1
tale of two assets: why gold's rally against oil is just beginning,Past Information,1,0,0
tale of two assets: why gold's rally against oil is just beginning,Future Information,0,1,0
tale of two assets: why gold's rally against oil is just beginning,Price Sentiment_positive,0,1,0
tale of two assets: why gold's rally against oil is just beginning,Price Sentiment_negative,0,1,0
tale of two assets: why gold's rally against oil is just beginning,Price Sentiment_none,1,0,0
"indian gold importers at bay, eyeing u.s. data",Price Direction Up,0,0,1
"indian gold importers at bay, eyeing u.s. data",Price Direction Constant,0,0,1
"indian gold importers at bay, eyeing u.s. data",Price Direction Down,0,0,1
"indian gold importers at bay, eyeing u.s. data",Asset Comparision,0,0,1
"indian gold importers at bay, eyeing u.s. data",Past Information,1,0,0
"indian gold importers at bay, eyeing u.s. data",Future Information,0,0,1
"indian gold importers at bay, eyeing u.s. data",Price Sentiment_positive,0,0,1
"indian gold importers at bay, eyeing u.s. data",Price Sentiment_negative,0,1,0
"indian gold importers at bay, eyeing u.s. data",Price Sentiment_none,1,0,0
"june gold up 0.4% at $1,305.70/oz.",Price Direction Up,1,0,0
"june gold up 0.4% at $1,305.70/oz.",Price Direction Constant,0,0,1
"june gold up 0.4% at $1,305.70/oz.",Price Direction Down,0,0,1
"june gold up 0.4% at $1,305.70/oz.",Asset Comparision,0,0,1
"june gold up 0.4% at $1,305.70/oz.",Past Information,1,1,1
"june gold up 0.4% at $1,305.70/oz.",Future Information,0,0,1
"june gold up 0.4% at $1,305.70/oz.",Price Sentiment_positive,1,1,1
"june gold up 0.4% at $1,305.70/oz.",Price Sentiment_negative,0,1,0
"june gold up 0.4% at $1,305.70/oz.",Price Sentiment_none,0,0,1
"Gold gains on Ukraine unrest, weak Chinese output data",Price Direction Up,1,1,1
"Gold gains on Ukraine unrest, weak Chinese output data",Price Direction Constant,0,0,1
"Gold gains on Ukraine unrest, weak Chinese output data",Price Direction Down,0,0,1
"Gold gains on Ukraine unrest, weak Chinese output data",Asset Comparision,0,0,1
"Gold gains on Ukraine unrest, weak Chinese output data",Past Information,1,0,0
"Gold gains on Ukraine unrest, weak Chinese output data",Future Information,0,0,1
"Gold gains on Ukraine unrest, weak Chinese output data",Price Sentiment_positive,1,1,1
"Gold gains on Ukraine unrest, weak Chinese output data",Price Sentiment_negative,0,0,1
"Gold gains on Ukraine unrest, weak Chinese output data",Price Sentiment_none,0,0,1
"gold surrenders 11-month highs on stronger dollar, upbeat economic data",Price Direction Up,0,0,1
"gold surrenders 11-month highs on stronger dollar, upbeat economic data",Price Direction Constant,0,0,1
"gold surrenders 11-month highs on stronger dollar, upbeat economic data",Price Direction Down,1,1,1
"gold surrenders 11-month highs on stronger dollar, upbeat economic data",Asset Comparision,1,1,1
"gold surrenders 11-month highs on stronger dollar, upbeat economic data",Past Information,1,1,1
"gold surrenders 11-month highs on stronger dollar, upbeat economic data",Future Information,0,0,1
"gold surrenders 11-month highs on stronger dollar, upbeat economic data",Price Sentiment_positive,0,0,1
"gold surrenders 11-month highs on stronger dollar, upbeat economic data",Price Sentiment_negative,1,1,1
"gold surrenders 11-month highs on stronger dollar, upbeat economic data",Price Sentiment_none,0,0,1
gold imports may halve on high prices in may,Price Direction Up,0,0,1
gold imports may halve on high prices in may,Price Direction Constant,0,0,1
gold imports may halve on high prices in may,Price Direction Down,0,0,1
gold imports may halve on high prices in may,Asset Comparision,0,0,1
gold imports may halve on high prices in may,Past Information,0,0,1
gold imports may halve on high prices in may,Future Information,1,0,0
gold imports may halve on high prices in may,Price Sentiment_positive,0,0,1
gold imports may halve on high prices in may,Price Sentiment_negative,0,1,0
gold imports may halve on high prices in may,Price Sentiment_none,1,1,1
"Feb. gold climbs $3.30, or 0.3%, to settle at $1,165.30/oz",Price Direction Up,1,1,1
"Feb. gold climbs $3.30, or 0.3%, to settle at $1,165.30/oz",Price Direction Constant,0,0,1
"Feb. gold climbs $3.30, or 0.3%, to settle at $1,165.30/oz",Price Direction Down,0,0,1
"Feb. gold climbs $3.30, or 0.3%, to settle at $1,165.30/oz",Asset Comparision,0,0,1
"Feb. gold climbs $3.30, or 0.3%, to settle at $1,165.30/oz",Past Information,1,1,1
"Feb. gold climbs $3.30, or 0.3%, to settle at $1,165.30/oz",Future Information,0,0,1
"Feb. gold climbs $3.30, or 0.3%, to settle at $1,165.30/oz",Price Sentiment_positive,1,1,1
"Feb. gold climbs $3.30, or 0.3%, to settle at $1,165.30/oz",Price Sentiment_negative,0,0,1
"Feb. gold climbs $3.30, or 0.3%, to settle at $1,165.30/oz",Price Sentiment_none,0,0,1
expect gold prices to trade higher: angel,Price Direction Up,1,1,1
expect gold prices to trade higher: angel,Price Direction Constant,0,0,1
expect gold prices to trade higher: angel,Price Direction Down,0,0,1
expect gold prices to trade higher: angel,Asset Comparision,0,0,1
expect gold prices to trade higher: angel,Past Information,0,0,1
expect gold prices to trade higher: angel,Future Information,1,1,1
expect gold prices to trade higher: angel,Price Sentiment_positive,1,1,1
expect gold prices to trade higher: angel,Price Sentiment_negative,0,1,0
expect gold prices to trade higher: angel,Price Sentiment_none,0,0,1
gold steady as dollar licks wounds after biggest drop since june,Price Direction Up,0,0,1
gold steady as dollar licks wounds after biggest drop since june,Price Direction Constant,1,0,0
gold steady as dollar licks wounds after biggest drop since june,Price Direction Down,0,0,1
gold steady as dollar licks wounds after biggest drop since june,Asset Comparision,1,1,1
gold steady as dollar licks wounds after biggest drop since june,Past Information,1,1,1
gold steady as dollar licks wounds after biggest drop since june,Future Information,0,0,1
gold steady as dollar licks wounds after biggest drop since june,Price Sentiment_positive,0,0,1
gold steady as dollar licks wounds after biggest drop since june,Price Sentiment_negative,0,0,1
gold steady as dollar licks wounds after biggest drop since june,Price Sentiment_none,0,0,1
"April gold off $11.80, or 0.9%, at 1,238.60/oz.",Price Direction Up,0,0,1
"April gold off $11.80, or 0.9%, at 1,238.60/oz.",Price Direction Constant,0,0,1
"April gold off $11.80, or 0.9%, at 1,238.60/oz.",Price Direction Down,1,1,1
"April gold off $11.80, or 0.9%, at 1,238.60/oz.",Asset Comparision,0,1,0
"April gold off $11.80, or 0.9%, at 1,238.60/oz.",Past Information,1,1,1
"April gold off $11.80, or 0.9%, at 1,238.60/oz.",Future Information,0,1,0
"April gold off $11.80, or 0.9%, at 1,238.60/oz.",Price Sentiment_positive,0,0,1
"April gold off $11.80, or 0.9%, at 1,238.60/oz.",Price Sentiment_negative,1,1,1
"April gold off $11.80, or 0.9%, at 1,238.60/oz.",Price Sentiment_none,0,0,1
Gold futures log first gain in 3 sessions,Price Direction Up,1,1,1
Gold futures log first gain in 3 sessions,Price Direction Constant,0,0,1
Gold futures log first gain in 3 sessions,Price Direction Down,0,0,1
Gold futures log first gain in 3 sessions,Asset Comparision,0,0,1
Gold futures log first gain in 3 sessions,Past Information,1,1,1
Gold futures log first gain in 3 sessions,Future Information,0,0,1
Gold futures log first gain in 3 sessions,Price Sentiment_positive,1,1,1
Gold futures log first gain in 3 sessions,Price Sentiment_negative,0,1,0
Gold futures log first gain in 3 sessions,Price Sentiment_none,0,0,1
"August gold down $10, or 0.8%, to settle at $1,246.40/oz",Price Direction Up,0,0,1
"August gold down $10, or 0.8%, to settle at $1,246.40/oz",Price Direction Constant,0,0,1
"August gold down $10, or 0.8%, to settle at $1,246.40/oz",Price Direction Down,1,1,1
"August gold down $10, or 0.8%, to settle at $1,246.40/oz",Asset Comparision,0,0,1
"August gold down $10, or 0.8%, to settle at $1,246.40/oz",Past Information,1,1,1
"August gold down $10, or 0.8%, to settle at $1,246.40/oz",Future Information,0,0,1
"August gold down $10, or 0.8%, to settle at $1,246.40/oz",Price Sentiment_positive,0,0,1
